X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,4.460000e-01,2.000000e-03
0,-2.00e-02,2.00e-02,-1.40e+00,
1,-6.00e-02,-2.00e-02,-1.48e+00,
2,-2.00e-02,-6.00e-02,-1.40e+00,
3,-6.00e-02,4.00e-02,-1.48e+00,
4,-6.00e-02,-2.00e-02,-1.44e+00,
5,-2.00e-02,4.00e-02,-1.36e+00,
6,-2.00e-02,-2.00e-02,-1.32e+00,
7,-6.00e-02,4.00e-02,-1.48e+00,
8,-6.00e-02,4.00e-02,-1.40e+00,
9,0.00e+00,-2.00e-02,-1.48e+00,
10,-2.00e-02,-2.00e-02,-1.40e+00,
11,-6.00e-02,4.00e-02,-1.48e+00,
12,-6.00e-02,-2.00e-02,-1.48e+00,
13,0.00e+00,2.00e-02,-1.40e+00,
14,-2.00e-02,4.00e-02,-1.40e+00,
15,-6.00e-02,-4.00e-02,-1.48e+00,
16,-2.00e-02,2.00e-02,-1.40e+00,
17,-6.00e-02,-4.00e-02,-1.48e+00,
18,-2.00e-02,-4.00e-02,-1.40e+00,
19,-6.00e-02,4.00e-02,-1.48e+00,
20,-2.00e-02,-4.00e-02,-1.48e+00,
21,-6.00e-02,4.00e-02,-1.40e+00,
22,-6.00e-02,-2.00e-02,-1.48e+00,
23,2.00e-02,2.00e-02,-1.40e+00,
24,-6.00e-02,4.00e-02,-1.40e+00,
25,0.00e+00,-2.00e-02,-1.48e+00,
26,-2.00e-02,-2.00e-02,-1.40e+00,
27,-6.00e-02,2.00e-02,-1.48e+00,
28,-2.00e-02,-2.00e-02,-1.48e+00,
29,-6.00e-02,4.00e-02,-1.40e+00,
30,-2.00e-02,-2.00e-02,-1.40e+00,
31,-6.00e-02,4.00e-02,-1.48e+00,
32,-2.00e-02,-2.00e-02,-1.40e+00,
33,-8.00e-02,2.00e-02,-1.48e+00,
34,-6.00e-02,-2.00e-02,-1.44e+00,
35,0.00e+00,4.00e-02,-1.40e+00,
36,-6.00e-02,4.00e-02,-1.40e+00,
37,2.00e-02,-6.00e-02,-1.48e+00,
38,-2.00e-02,-2.00e-02,-1.40e+00,
39,-6.00e-02,4.00e-02,-1.48e+00,
40,-6.00e-02,2.00e-02,-1.40e+00,
41,0.00e+00,-2.00e-02,-1.48e+00,
42,-6.00e-02,2.00e-02,-1.40e+00,
43,0.00e+00,-6.00e-02,-1.48e+00,
44,-6.00e-02,4.00e-02,-1.44e+00,
45,0.00e+00,-2.00e-02,-1.36e+00,
46,-2.00e-02,-2.00e-02,-1.44e+00,
47,-6.00e-02,4.00e-02,-1.32e+00,
48,-6.00e-02,2.00e-02,-1.40e+00,
49,0.00e+00,-6.00e-02,-1.48e+00,
50,-2.00e-02,-2.00e-02,-1.48e+00,
51,-6.00e-02,4.00e-02,-1.40e+00,
52,-2.00e-02,2.00e-02,-1.40e+00,
53,-6.00e-02,-2.00e-02,-1.48e+00,
54,-6.00e-02,-2.00e-02,-1.40e+00,
55,0.00e+00,4.00e-02,-1.48e+00,
56,-6.00e-02,-2.00e-02,-1.40e+00,
57,0.00e+00,4.00e-02,-1.48e+00,
58,-8.00e-02,2.00e-02,-1.40e+00,
59,2.00e-02,-2.00e-02,-1.48e+00,
60,-6.00e-02,-2.00e-02,-1.48e+00,
61,2.00e-02,4.00e-02,-1.40e+00,
62,-6.00e-02,2.00e-02,-1.48e+00,
63,2.00e-02,-4.00e-02,-1.40e+00,
64,-6.00e-02,-2.00e-02,-1.40e+00,
65,2.00e-02,4.00e-02,-1.48e+00,
66,-6.00e-02,4.00e-02,-1.40e+00,
67,0.00e+00,-6.00e-02,-1.48e+00,
68,-6.00e-02,-2.00e-02,-1.40e+00,
69,0.00e+00,2.00e-02,-1.48e+00,
70,-2.00e-02,4.00e-02,-1.48e+00,
71,-6.00e-02,-4.00e-02,-1.40e+00,
