0.0,-0.02,0.02,-1.4
0.002,-0.06,-0.02,-1.48
0.004,-0.02,-0.06,-1.4
0.006,-0.06,0.04,-1.48
0.008,-0.06,-0.02,-1.44
0.01,-0.02,0.04,-1.36
0.012,-0.02,-0.02,-1.32
0.014,-0.06,0.04,-1.48
0.016,-0.06,0.04,-1.4
0.018000000000000002,0.0,-0.02,-1.48
0.02,-0.02,-0.02,-1.4
0.022,-0.06,0.04,-1.48
0.024,-0.06,-0.02,-1.48
0.026000000000000002,0.0,0.02,-1.4
0.028,-0.02,0.04,-1.4
0.03,-0.06,-0.04,-1.48
0.032,-0.02,0.02,-1.4
0.034,-0.06,-0.04,-1.48
0.036000000000000004,-0.02,-0.04,-1.4
0.038,-0.06,0.04,-1.48
0.04,-0.02,-0.04,-1.48
0.042,-0.06,0.04,-1.4
0.044,-0.06,-0.02,-1.48
0.046,0.02,0.02,-1.4
0.048,-0.06,0.04,-1.4
0.05,0.0,-0.02,-1.48
0.052000000000000005,-0.02,-0.02,-1.4
0.054,-0.06,0.02,-1.48
0.056,-0.02,-0.02,-1.48
0.058,-0.06,0.04,-1.4
0.06,-0.02,-0.02,-1.4
0.062,-0.06,0.04,-1.48
0.064,-0.02,-0.02,-1.4
0.066,-0.08,0.02,-1.48
0.068,-0.06,-0.02,-1.44
0.07,0.0,0.04,-1.4
0.07200000000000001,-0.06,0.04,-1.4
0.074,0.02,-0.06,-1.48
0.076,-0.02,-0.02,-1.4
0.078,-0.06,0.04,-1.48
0.08,-0.06,0.02,-1.4
0.082,0.0,-0.02,-1.48
0.084,-0.06,0.02,-1.4
0.08600000000000001,0.0,-0.06,-1.48
0.088,-0.06,0.04,-1.44
0.09,0.0,-0.02,-1.36
0.092,-0.02,-0.02,-1.44
0.094,-0.06,0.04,-1.32
0.096,-0.06,0.02,-1.4
0.098,0.0,-0.06,-1.48
0.1,-0.02,-0.02,-1.48
0.10200000000000001,-0.06,0.04,-1.4
0.10400000000000001,-0.02,0.02,-1.4
0.106,-0.06,-0.02,-1.48
0.108,-0.06,-0.02,-1.4
0.11,0.0,0.04,-1.48
0.112,-0.06,-0.02,-1.4
0.114,0.0,0.04,-1.48
0.116,-0.08,0.02,-1.4
0.11800000000000001,0.02,-0.02,-1.48
0.12,-0.06,-0.02,-1.48
0.122,0.02,0.04,-1.4
0.124,-0.06,0.02,-1.48
0.126,0.02,-0.04,-1.4
0.128,-0.06,-0.02,-1.4
0.13,0.02,0.04,-1.48
0.132,-0.06,0.04,-1.4
0.134,0.0,-0.06,-1.48
0.136,-0.06,-0.02,-1.4
0.138,0.0,0.02,-1.48
0.14,-0.02,0.04,-1.48
0.14200000000000002,-0.06,-0.04,-1.4
0.14400000000000002,-0.02,-0.02,-1.48
0.146,-0.08,0.04,-1.4
0.148,-0.06,0.04,-1.4
0.15,-0.02,-0.06,-1.48
0.152,-0.02,-0.02,-1.4
0.154,-0.06,0.02,-1.48
0.156,-0.06,0.02,-1.4
0.158,-0.02,-0.04,-1.48
0.16,-0.02,0.02,-1.48
0.162,-0.06,-0.04,-1.4
0.164,-0.02,-0.02,-1.48
0.166,-0.1,0.04,-1.4
0.168,-0.02,0.02,-1.44
0.17,-0.06,-0.04,-1.36
0.17200000000000001,-0.02,-0.02,-1.4
0.17400000000000002,-0.06,0.02,-1.48
0.176,-0.02,-0.02,-1.4
0.178,-0.06,0.04,-1.48
0.18,-0.02,0.02,-1.4
0.182,-0.06,-0.04,-1.48
0.184,-0.06,0.02,-1.4
0.186,-0.02,-0.06,-1.48
0.188,-0.06,-0.02,-1.44
0.19,-0.02,0.04,-1.32
0.192,-0.02,-0.02,-1.44
0.194,-0.06,0.02,-1.32
0.196,-0.06,-0.02,-1.44
0.198,-0.02,2.02,3.4
0.2,-0.06,1.98,3.36
0.202,0.02,2.04,3.48
0.20400000000000001,-0.06,1.96,3.36
0.20600000000000002,-0.02,2.04,3.48
0.20800000000000002,-0.02,1.96,3.48
0.21,-0.06,2.02,3.6
0.212,-0.06,1.96,3.48
0.214,-0.02,2.04,3.6
0.216,-0.02,1.96,3.52
0.218,-0.06,2.04,3.44
0.22,-0.02,1.96,3.48
0.222,-0.06,2.04,3.36
0.224,-0.02,1.96,3.36
0.226,-0.08,2.04,3.48
0.228,-0.02,1.96,3.48
0.23,-0.06,2.06,3.32
0.232,-0.02,2.04,3.36
0.234,-0.06,1.96,3.28
0.23600000000000002,-0.08,2.04,3.36
0.23800000000000002,-0.02,1.96,3.12
0.24,-0.02,2.02,3.16
0.242,-0.08,1.96,3.08
0.244,-0.06,1.96,3.16
0.246,-0.02,2.04,3.08
0.248,-0.06,1.96,3.12
0.25,-0.02,2.04,3.28
0.252,-0.02,1.94,3.36
0.254,-0.08,2.04,3.2
0.256,-0.02,2.02,3.28
0.258,-0.08,1.94,2.88
0.26,-0.02,2.04,2.88
0.262,-0.08,1.96,3.0
0.264,-0.08,2.04,2.88
0.266,-0.02,1.96,3.0
0.268,-0.08,2.04,3.04
0.27,-0.02,1.96,2.8
0.272,-0.08,2.04,2.88
0.274,-0.02,1.96,2.76
0.276,-0.02,1.96,2.76
0.278,-0.08,2.02,2.92
0.28,-0.02,2.02,2.92
0.28200000000000003,-0.08,1.96,2.84
0.28400000000000003,-0.08,2.02,2.92
0.28600000000000003,-0.02,1.96,2.72
0.28800000000000003,-0.02,1.96,2.72
0.29,-0.08,2.02,2.6
0.292,-0.02,1.96,2.68
0.294,-0.08,2.04,2.6
0.296,-0.08,2.04,2.56
0.298,-0.02,1.96,2.72
0.3,-0.08,1.96,2.72
0.302,-0.02,2.04,2.64
0.304,-0.08,2.02,2.72
0.306,-0.02,1.96,2.6
0.308,-0.1,2.02,2.56
0.31,-0.02,1.94,2.48
0.312,-0.08,1.96,2.56
0.314,-0.02,2.04,2.44
0.316,-0.08,2.04,2.56
0.318,-0.02,1.96,2.36
0.32,-0.06,2.02,2.44
0.322,-0.02,1.96,2.36
0.324,-0.02,2.04,2.4
0.326,-0.08,1.96,2.48
0.328,-0.06,1.96,2.48
0.33,-0.02,2.04,2.32
0.332,-0.02,2.04,2.36
0.334,-0.08,1.96,2.28
0.336,-0.02,1.96,2.36
0.338,-0.08,2.04,2.24
0.34,-0.06,1.96,2.32
0.342,-0.02,2.04,2.2
0.34400000000000003,-0.02,2.04,2.32
0.34600000000000003,-0.1,1.96,2.2
0.34800000000000003,-0.06,2.02,2.32
0.35000000000000003,-0.02,1.96,2.16
0.352,-0.02,1.96,2.2
0.354,-0.08,2.04,2.12
0.356,-0.06,2.04,2.16
0.358,-0.02,1.96,2.24
0.36,-0.06,1.96,2.24
0.362,-0.02,2.04,2.16
0.364,-0.02,1.96,2.24
0.366,-0.08,2.04,2.2
0.368,-0.06,1.96,2.24
0.37,0.0,2.04,2.04
